season,day_num,region,game_round,game_slot,winner,team_1_id,team_2_id,team_1_seed_num,team_2_seed_num
2021,136,W,1,R1W1,NA,1276,1317,1,16
2021,136,W,1,R1W2,NA,1104,1233,2,15
2021,136,W,1,R1W3,NA,1400,1101,3,14
2021,136,W,1,R1W4,NA,1422,1199,13,4
2021,136,W,1,R1W5,NA,1160,1207,5,12
2021,136,W,1,R1W6,NA,1140,NA,6,11
2021,136,W,1,R1W7,NA,1268,1163,10,7
2021,136,W,1,R1W8,NA,1382,1261,9,8
2021,136,X,1,R1X1,NA,NA,1211,16,1
2021,136,X,1,R1X2,NA,1234,1213,2,15
2021,136,X,1,R1X3,NA,1242,1186,3,14
2021,136,X,1,R1X4,NA,1438,1325,4,13
2021,136,X,1,R1X5,NA,1166,1364,5,12
2021,136,X,1,R1X6,NA,NA,1425,11,6
2021,136,X,1,R1X7,NA,1332,1433,7,10
2021,136,X,1,R1X8,NA,1328,1281,8,9
2021,136,Y,1,R1Y1,NA,1228,1180,1,16
2021,136,Y,1,R1Y2,NA,1222,1156,2,15
2021,136,Y,1,R1Y3,NA,1452,1287,3,14
2021,136,Y,1,R1Y4,NA,1251,1329,13,4
2021,136,Y,1,R1Y5,NA,1333,1397,12,5
2021,136,Y,1,R1Y6,NA,1393,1361,11,6
2021,136,Y,1,R1Y7,NA,1353,1155,10,7
2021,136,Y,1,R1Y8,NA,1260,1210,8,9
2021,136,Z,1,R1Z1,NA,1124,1216,1,16
2021,136,Z,1,R1Z2,NA,1326,1331,2,15
2021,136,Z,1,R1Z3,NA,1116,1159,3,14
2021,136,Z,1,R1Z4,NA,1317,1345,13,4
2021,136,Z,1,R1Z5,NA,1457,1437,12,5
2021,136,Z,1,R1Z6,NA,1429,1403,11,6
2021,136,Z,1,R1Z7,NA,1196,1439,7,10
2021,136,Z,1,R1Z8,NA,1314,1458,8,9
2021,134,W,1,W11,NA,1417,1277,11,11
2021,134,W,1,W16,NA,1411,1291,16,16
2021,134,X,1,X11,NA,1455,1179,11,11
2021,134,X,1,X16,NA,1313,1111,16,16
